Investigation title,Investigation number,Investigation webpage,Occurrence date,Report status,Report release
"Wheels up landing involving Nanchang CJ-6, VH-ALO, Barwon Heads Airport, Victoria, on 6 February 2016",AO-2016-009,https://www.atsb.gov.au/publications/investigation_reports/2016/aair/ao-2016-009,06/02/2016,Final,27/05/2016
"Incorrect configuration leading to a collision with terrain involving Cessna R182, VH-PFZ, 58 km south-west of Ingham ALA, Queensland, on 14 February 2016",AO-2016-011,https://www.atsb.gov.au/publications/investigation_reports/2016/aair/ao-2016-011,14/02/2016,Final,27/05/2016
"Wirestrike and collision with terrain involving a Robinson R44, VH-HXY, near Townsville, Queensland, on 14 February 2016",AO-2016-010,https://www.atsb.gov.au/publications/investigation_reports/2016/aair/ao-2016-010,14/02/2016,Final,13/04/2016
"Collision with terrain involving Cessna 208 Caravan, VH-WTY, 11 km north-east of Hamilton Island Airport, Queensland, on 28 January 2016",AO-2016-007,https://www.atsb.gov.au/publications/investigation_reports/2016/aair/ao-2016-007,28/01/2016,Final,25/06/2020
"Loss of control and collision with water involving Piper Aircraft Corp PA-28-235, VH-PXD, 33 km south-south-east of Avalon Airport, Victoria, on 29 January 2016",AO-2016-006,https://www.atsb.gov.au/publications/investigation_reports/2016/aair/ao-2016-006,29/01/2016,Final,28/06/2017
"Collision with terrain involving a Robinson R22, VH-NCL, at Newman Airport, Western Australia, on 6 November 2015",AO-2015-128,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-128,06/11/2015,Final,28/01/2016
"Traffic management occurrence involving Airbus A320, VH-VQS and Beech Aircraft Corporation BE 76, VH-EWL, at Ballina/Byron Gateway Airport, New South Wales, on 14 January 2016",AO-2016-003,https://www.atsb.gov.au/publications/investigation_reports/2016/aair/ao-2016-003,14/01/2016,Final,19/05/2017
"Loss of separation involving Boeing 737 aircraft, VH-YFN and VH-VZV and Robinson R44, VH-WYR, near Essendon Airport, Victoria, on 26 January 2016",AO-2016-005,https://www.atsb.gov.au/publications/investigation_reports/2016/aair/ao-2016-005,26/01/2016,Final,09/03/2017
"Loss of control and collision with terrain involving de Havilland DH82A Tiger Moth, VH-UZB, near Pimpama Airfield, Queensland, on 28 December 2015",AO-2015-150,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-150,28/12/2015,Final,01/03/2019
"Birdstrike involving a Glasair Sportsman GS-2, N666GM, near Bathurst, New South Wales, on 24 December 2015",AO-2016-001,https://www.atsb.gov.au/publications/investigation_reports/2016/aair/ao-2016-001,24/12/2015,Final,27/07/2016
"Erratic airspeed indications involving Boeing 787, VH-VKE, 450 km north of Darwin, Northern Territory, on 21 December 2015",AO-2015-149,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-149,21/12/2015,Final,14/06/2017
"Tail rotor strike of slung load involving a Eurocopter AS 350, VH-NPS, at Glenbrook, New South Wales, on 19 December 2015",AO-2015-147,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-147,19/12/2015,Final,13/04/2016
"Flight crew incapacitation involving a SOCATA TBM 700, VH-YZZ, Lake Macquarie ALA, New South Wales, on 15 December 2015",AO-2015-145,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-145,15/12/2015,Final,13/04/2016
"Low fuel event involving a Piper PA-31P-350, VH-OGW, at Bankstown, New South Wales, on 18 December 2015",AO-2015-146,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-146,18/12/2015,Final,13/04/2016
"Operational event involving Boeing 787, 9V-OJC, near Perth Airport, Western Australia, on 4 December 2015",AO-2015-144,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-144,04/12/2015,Final,26/06/2020
"Collision with a pole involving an Air Tractor AT-502B, VH-PTF, near Dalby, Queensland, on 4 December 2015",AO-2015-142,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-142,04/12/2015,Final,13/04/2016
"Accredited Representative - Engine failure involving a Titan Tornado aircraft, registered N4070F, near Mitchells, Virginia, United States, on 15 October 2015",AE-2015-140,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ae-2015-140,15/10/2015,Final,26/03/2021
"Engine failure involving a Jabiru J430, VH-SZQ, 56 km west-north-west of Oakey Airport, Queensland, on 19 November 2015",AO-2015-138,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-138,19/11/2015,Final,27/07/2016
"Technical assistance to CASA in the examination of the engine from a power loss event involving a Jabiru J160 aircraft, registered 19-7549, near Scone, New South Wales, on 11 November 2015",AE-2015-137,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ae-2015-137,11/11/2015,Final,07/11/2016
"Separation issue between a Kavanagh Balloons E-300, VH-LPG and freight train 4K26, near Cunderdin Aerodrome, Western Australia, on 11 November 2015",AO-2015-136,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-136,11/11/2015,Final,13/04/2016
"Collision with terrain involving Airbus Helicopters EC135 T1, VH-GKK, 10 km north-north-west Cooranbong, New South Wales, on 7 November 2015",AO-2015-131,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-131,07/11/2015,Final,24/04/2018
"Flap system failure leading to loss of control, involving Cessna 208, VH-WZJ, Townsville Airport, Queensland, on 10 November 2015",AO-2015-133,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-133,10/11/2015,Final,27/05/2016
"Collision with terrain involving a Robinson R22, VH-HWJ, 90 km south of McArthur River Mine, Northern Territory, on 12 November 2015",AO-2015-134,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-134,12/11/2015,Final,27/05/2016
"Loss of separation involving a Beechcraft B300, VH-FIZ and a formation of four Boeing F/A18 aircraft, near Williamtown, New South Wales, on 19 September 2013",AO-2013-160,https://www.atsb.gov.au/publications/investigation_reports/2013/aair/ao-2013-160,19/09/2013,Final,12/11/2015
"Collision with terrain involving Cessna 310, VH-BWZ, near Mildura Airport, Victoria, on 6 November 2015",AO-2015-129,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-129,06/11/2015,Final,30/10/2017
"Near collision involving a de Havilland DH-82A (Tiger Moth), VH-BJE and a Robinson R44, VH-HOQ, at Redcliffe (ALA), Queensland, on 7 November 2015",AO-2015-130,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-130,07/11/2015,Final,13/04/2016
"Engine failure involving Eurocopter AS350-BA helicopter, VH-SFX, at Whyanbeel Valley, Queensland, on 2 November 2015",AO-2015-124,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-124,02/11/2015,Final,17/10/2017
"Foreign object damage involving Eurocopter AS365 N3 Dauphin, VH-WPX, Jandakot Airport, Western Australia, on 3 November 2015",AO-2015-127,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-127,03/11/2015,Final,27/05/2016
"Partial engine failure involving a Gippsland Aeronautics GA-8, VH-FGN, near Busselton Airport, Western Australia, on 21 October 2015",AO-2015-123,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-123,21/10/2015,Final,28/01/2016
"Aircraft control issue involving a Liberty XL-2, VH-CZS, at Camden Airport, New South Wales, on 29 October 2015",AO-2015-125,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-125,29/10/2015,Final,28/01/2016
"Collision with terrain involving a Victa 115 Airtourer, VH-MUV, at Leongatha Airport, Victoria, on 29 May 2015",AO-2015-057,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-057,29/05/2015,Final,04/11/2015
"Fuel management issue involving a PA31-350, VH-HJH, 19 km north of Goulburn Airport, New South Wales, on 12 October 2015",AO-2015-120,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-120,12/10/2015,Final,28/01/2016
"Wheels-up landing involving a Cessna 172RG, VH-HTP, at Elcho Island Aerodrome, Northern Territory, on 14 October 2015",AO-2015-121,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-121,14/10/2015,Final,28/01/2016
"Runway incursion involving a Cessna 172M, VH-EJM and a vehicle, at Townsville Airport, Queensland, on 10 September 2015",AO-2015-122,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-122,10/09/2015,Final,28/01/2016
"Accredited Representative - Assistance to the AAIB of Turkey – Take-off event involving Cessna C650, registered N692BE, Corlu Airport, Turkey, on 1 July 2015",AE-2015-119,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ae-2015-119,01/07/2015,Final,20/09/2018
"Loss of control involving a Robinson R44, VH-ZWA, at Darwin Airport, Northern Territory, on 7 October 2015",AO-2015-117,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-117,07/10/2015,Final,22/12/2015
"Collision with terrain involving a Robinson R22, VH-RBO, near Daly Waters (ALA), Northern Territory, on 28 June 2015",AO-2015-071,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-071,28/06/2015,Final,07/10/2015
"Low fuel event involving a Piper PA-28, VH-MHI, 28 km south-east of Adelaide, South Australia, on 10 July 2015",AO-2015-076,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-076,10/07/2015,Final,07/10/2015
"Smoke event involving a Cirrus SR22T, VH-EPG, 44 km west of Bendigo Airport, Victoria, on 19 May 2015",AO-2015-058,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-058,19/05/2015,Final,07/10/2015
"Runway excursion involving a Cessna 550, VH-FGK, at Lismore Airport, New South Wales, on 25 September 2015",AO-2015-114,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-114,25/09/2015,Final,25/07/2016
"Fuel exhaustion event involving a Cessna 182, VH-DNZ, at Adelaide, South Australia, on 2 October 2015",AO-2015-115,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-115,02/10/2015,Final,28/01/2016
"Partial power loss and forced landing involving a Cessna 172 , VH-FPZ, at Carlton Hill Station Airstrip, Western Australia, on 10 September 2015",AO-2015-113,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-113,10/09/2015,Final,22/12/2015
"Collision with a vehicle involving an Air Tractor AT-502B, VH-FNX, near Hay, New South Wales, on 17 September 2015",AO-2015-111,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-111,17/09/2015,Final,13/04/2016
"In-flight break-up involving a DJI S900 remotely piloted aircraft, at Toowoomba, Queensland, on 19 September 2015",AO-2015-112,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-112,19/09/2015,Final,22/12/2015
"Collision with terrain involving a Cirrus SR22, VH-OPX, near Moree, New South Wales, on 17 September 2015",AO-2015-110,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-110,17/09/2015,Final,22/12/2015
"Unreliable airspeed indication and stall warning involving an Airbus A320, VH‑FNP, near Perth, Western Australia, on 12 September 2015",AO-2015-107,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-107,12/09/2015,Final,04/04/2019
"Unsafe proximity and radar vector below minimum vector altitude involving a Boeing 777-31HER, A6-EBU, and two 737-838s, VH-VXS and VH-VYE, Melbourne Airport, Victoria, on 5 July 2015",AO-2015-084,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-084,05/07/2015,Final,06/08/2018
"Near-collision and operational event involving Beech Aircraft Corp. B200, VH-OWN and VH-LQR, Mount Hotham, Victoria, on 3 September 2015",AO-2015-108,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-108,03/09/2015,Final,27/06/2018
"VFR into IMC involving a PA28 aircraft, VH-TAU, near Latrobe Valley Airport, Victoria, on 8 September 2015",AO-2015-106,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-106,08/09/2015,Final,13/04/2016
"Technical assistance to Recreational Aviation Australia in the examination of a fractured eyebolt from the collision with terrain involving a Fasterway Powered Parachute, near Theodore, Queensland, on 30 May 2015",AE-2015-075,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ae-2015-075,30/05/2015,Final,15/01/2016
"Collision with terrain involving Cessna 172, VH-ZEW, near Millbrook, Victoria, on 8 September 2015",AO-2015-105,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-105,08/09/2015,Final,18/04/2018
"Landing accident involving a Cessna 180, VH-FDH, at Karumba Airport, Queensland, on 1 September 2015",AO-2015-103,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-103,01/09/2015,Final,27/05/2016
"Near collision involving a Cessna 172, VH-EOT and a Jabiru J120, 24-5340, at Latrobe Valley Airport, Victoria, on 6 September 2015",AO-2015-104,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-104,06/09/2015,Final,22/12/2015
"Collisions with kangaroos involving a Fairchild SA227 (Metroliner), VH-HPE, at Thangool Airport, Queensland, on 1 September 2015 and a King Air B200, VH-FDB, at Barcaldine Airport, Queensland, on 2 September 2015",AO-2015-102,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-102,01/09/2015,Final,22/12/2015
"Near collision involving a Schweizer 269, VH-JXO and a military Lockheed AP-3C, at Edinburgh Airport, South Australia, on 31 August 2015",AO-2015-101,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-101,31/08/2015,Final,22/12/2015
"Collision with terrain involving a Beech A36, VH-PAK, near Southport Airport, Queensland, on 16 August 2015",AO-2015-098,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-098,16/08/2015,Final,28/01/2016
"Technical assistance to New Zealand Transport Accident Investigation Commission (TAIC) - Airbus Helicopters AS350B2, ZK-HYO, involving a Heli-skiing accident at Mt Alta, New Zealand, on 16 August 2014",AE-2015-100,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ae-2015-100,16/08/2014,Final,10/11/2015
"Near collision involving a Cessna 404, VH-ANM and a Cessna 172, VH-MJK, at Bathurst Island Airport, Northern Territory, on 15 August 2015",AO-2015-099,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-099,15/08/2015,Final,04/11/2015
"Collision with terrain involving a Cessna 182, VH-AHC, 100 km south-west of Bourke, New South Wales, on 5 July 2015",AO-2015-073,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-073,05/07/2015,Final,27/08/2015
"Flight path management occurrence involving B737, VH-YID, 55 km from Adelaide Airport, South Australia, on 9 May 2015",AO-2015-041,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-041,09/05/2015,Final,07/10/2016
"Flight below minimum permitted altitude involving Cessna 441, VH-EQU, near Wollongong Airport, New South Wales, on 3 August 2015",AO-2015-093,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-093,03/08/2015,Final,27/07/2016
"Engine malfunction involving a Cessna 208B, VH-LNH, near Kununurra Airport, Western Australia, on 8 August 2015",AO-2015-094,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-094,08/08/2015,Final,27/05/2016
"Assistance to the TAIC - Engine failure, Pacific Aerospace Ltd 750XL, Lake Taupo, New Zealand, on 7 January 2015",AE-2015-081,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ae-2015-081,07/01/2015,Final,29/01/2016
"Engine failure and collision with terrain involving a Cessna 210, VH-ERU, 77 km east-north-east of Cue, Western Australia, on 1 August 2015",AO-2015-090,https://www.atsb.gov.au/publications/investigation_reports/2015/aair/ao-2015-090,01/08/2015,Final,04/11/2015
